Unnamed: 0,lora_key,shape,new_k,attn_processor_key,sub_key
503,lora_unet_input_blocks_8_1_transformer_blocks_1_ff_net_2.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_1_ff_net_2.lora_up.weight,,input_blocks_8_1_transformer_blocks_1_ff_net_2.lora_up.weight
504,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_k.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_attn1_to_k.alpha,,input_blocks_8_1_transformer_blocks_2_attn1_to_k.alpha
505,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_k.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_2_attn1_to_k.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_attn1_to_k.lora_down.weight
506,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_k.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_attn1_to_k.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_attn1_to_k.lora_up.weight
507,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.alpha,,input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.alpha
508,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.lora_down.weight
509,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_attn1_to_out_0.lora_up.weight
510,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_q.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_attn1_to_q.alpha,,input_blocks_8_1_transformer_blocks_2_attn1_to_q.alpha
511,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_q.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_2_attn1_to_q.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_attn1_to_q.lora_down.weight
512,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_q.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_attn1_to_q.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_attn1_to_q.lora_up.weight
513,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_v.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_attn1_to_v.alpha,,input_blocks_8_1_transformer_blocks_2_attn1_to_v.alpha
514,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_v.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_2_attn1_to_v.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_attn1_to_v.lora_down.weight
515,lora_unet_input_blocks_8_1_transformer_blocks_2_attn1_to_v.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_attn1_to_v.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_attn1_to_v.lora_up.weight
516,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_k.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_attn2_to_k.alpha,,input_blocks_8_1_transformer_blocks_2_attn2_to_k.alpha
517,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_k.lora_down.weight,"torch.Size([32, 2048])",input_blocks_8_1_transformer_blocks_2_attn2_to_k.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_attn2_to_k.lora_down.weight
518,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_k.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_attn2_to_k.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_attn2_to_k.lora_up.weight
519,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.alpha,,input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.alpha
520,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.lora_down.weight
521,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_attn2_to_out_0.lora_up.weight
522,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_q.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_attn2_to_q.alpha,,input_blocks_8_1_transformer_blocks_2_attn2_to_q.alpha
523,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_q.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_2_attn2_to_q.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_attn2_to_q.lora_down.weight
524,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_q.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_attn2_to_q.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_attn2_to_q.lora_up.weight
525,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_v.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_attn2_to_v.alpha,,input_blocks_8_1_transformer_blocks_2_attn2_to_v.alpha
526,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_v.lora_down.weight,"torch.Size([32, 2048])",input_blocks_8_1_transformer_blocks_2_attn2_to_v.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_attn2_to_v.lora_down.weight
527,lora_unet_input_blocks_8_1_transformer_blocks_2_attn2_to_v.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_attn2_to_v.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_attn2_to_v.lora_up.weight
528,lora_unet_input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.alpha,,input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.alpha
529,lora_unet_input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.lora_down.weight
530,lora_unet_input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.lora_up.weight,"torch.Size([10240, 32])",input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_ff_net_0_proj.lora_up.weight
531,lora_unet_input_blocks_8_1_transformer_blocks_2_ff_net_2.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_2_ff_net_2.alpha,,input_blocks_8_1_transformer_blocks_2_ff_net_2.alpha
532,lora_unet_input_blocks_8_1_transformer_blocks_2_ff_net_2.lora_down.weight,"torch.Size([32, 5120])",input_blocks_8_1_transformer_blocks_2_ff_net_2.lora_down.weight,,input_blocks_8_1_transformer_blocks_2_ff_net_2.lora_down.weight
533,lora_unet_input_blocks_8_1_transformer_blocks_2_ff_net_2.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_2_ff_net_2.lora_up.weight,,input_blocks_8_1_transformer_blocks_2_ff_net_2.lora_up.weight
534,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_k.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_attn1_to_k.alpha,,input_blocks_8_1_transformer_blocks_3_attn1_to_k.alpha
535,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_k.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_3_attn1_to_k.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_attn1_to_k.lora_down.weight
536,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_k.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_attn1_to_k.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_attn1_to_k.lora_up.weight
537,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.alpha,,input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.alpha
538,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.lora_down.weight
539,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_attn1_to_out_0.lora_up.weight
540,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_q.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_attn1_to_q.alpha,,input_blocks_8_1_transformer_blocks_3_attn1_to_q.alpha
541,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_q.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_3_attn1_to_q.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_attn1_to_q.lora_down.weight
542,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_q.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_attn1_to_q.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_attn1_to_q.lora_up.weight
543,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_v.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_attn1_to_v.alpha,,input_blocks_8_1_transformer_blocks_3_attn1_to_v.alpha
544,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_v.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_3_attn1_to_v.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_attn1_to_v.lora_down.weight
545,lora_unet_input_blocks_8_1_transformer_blocks_3_attn1_to_v.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_attn1_to_v.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_attn1_to_v.lora_up.weight
546,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_k.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_attn2_to_k.alpha,,input_blocks_8_1_transformer_blocks_3_attn2_to_k.alpha
547,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_k.lora_down.weight,"torch.Size([32, 2048])",input_blocks_8_1_transformer_blocks_3_attn2_to_k.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_attn2_to_k.lora_down.weight
548,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_k.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_attn2_to_k.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_attn2_to_k.lora_up.weight
549,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.alpha,,input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.alpha
550,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.lora_down.weight
551,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_attn2_to_out_0.lora_up.weight
552,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_q.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_attn2_to_q.alpha,,input_blocks_8_1_transformer_blocks_3_attn2_to_q.alpha
553,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_q.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_3_attn2_to_q.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_attn2_to_q.lora_down.weight
554,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_q.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_attn2_to_q.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_attn2_to_q.lora_up.weight
555,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_v.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_attn2_to_v.alpha,,input_blocks_8_1_transformer_blocks_3_attn2_to_v.alpha
556,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_v.lora_down.weight,"torch.Size([32, 2048])",input_blocks_8_1_transformer_blocks_3_attn2_to_v.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_attn2_to_v.lora_down.weight
557,lora_unet_input_blocks_8_1_transformer_blocks_3_attn2_to_v.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_attn2_to_v.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_attn2_to_v.lora_up.weight
558,lora_unet_input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.alpha,,input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.alpha
559,lora_unet_input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.lora_down.weight
560,lora_unet_input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.lora_up.weight,"torch.Size([10240, 32])",input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_ff_net_0_proj.lora_up.weight
561,lora_unet_input_blocks_8_1_transformer_blocks_3_ff_net_2.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_3_ff_net_2.alpha,,input_blocks_8_1_transformer_blocks_3_ff_net_2.alpha
562,lora_unet_input_blocks_8_1_transformer_blocks_3_ff_net_2.lora_down.weight,"torch.Size([32, 5120])",input_blocks_8_1_transformer_blocks_3_ff_net_2.lora_down.weight,,input_blocks_8_1_transformer_blocks_3_ff_net_2.lora_down.weight
563,lora_unet_input_blocks_8_1_transformer_blocks_3_ff_net_2.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_3_ff_net_2.lora_up.weight,,input_blocks_8_1_transformer_blocks_3_ff_net_2.lora_up.weight
564,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_k.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_attn1_to_k.alpha,,input_blocks_8_1_transformer_blocks_4_attn1_to_k.alpha
565,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_k.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_4_attn1_to_k.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_attn1_to_k.lora_down.weight
566,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_k.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_attn1_to_k.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_attn1_to_k.lora_up.weight
567,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.alpha,,input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.alpha
568,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.lora_down.weight
569,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_attn1_to_out_0.lora_up.weight
570,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_q.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_attn1_to_q.alpha,,input_blocks_8_1_transformer_blocks_4_attn1_to_q.alpha
571,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_q.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_4_attn1_to_q.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_attn1_to_q.lora_down.weight
572,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_q.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_attn1_to_q.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_attn1_to_q.lora_up.weight
573,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_v.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_attn1_to_v.alpha,,input_blocks_8_1_transformer_blocks_4_attn1_to_v.alpha
574,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_v.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_4_attn1_to_v.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_attn1_to_v.lora_down.weight
575,lora_unet_input_blocks_8_1_transformer_blocks_4_attn1_to_v.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_attn1_to_v.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_attn1_to_v.lora_up.weight
576,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_k.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_attn2_to_k.alpha,,input_blocks_8_1_transformer_blocks_4_attn2_to_k.alpha
577,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_k.lora_down.weight,"torch.Size([32, 2048])",input_blocks_8_1_transformer_blocks_4_attn2_to_k.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_attn2_to_k.lora_down.weight
578,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_k.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_attn2_to_k.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_attn2_to_k.lora_up.weight
579,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.alpha,,input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.alpha
580,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.lora_down.weight
581,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_attn2_to_out_0.lora_up.weight
582,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_q.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_attn2_to_q.alpha,,input_blocks_8_1_transformer_blocks_4_attn2_to_q.alpha
583,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_q.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_4_attn2_to_q.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_attn2_to_q.lora_down.weight
584,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_q.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_attn2_to_q.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_attn2_to_q.lora_up.weight
585,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_v.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_attn2_to_v.alpha,,input_blocks_8_1_transformer_blocks_4_attn2_to_v.alpha
586,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_v.lora_down.weight,"torch.Size([32, 2048])",input_blocks_8_1_transformer_blocks_4_attn2_to_v.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_attn2_to_v.lora_down.weight
587,lora_unet_input_blocks_8_1_transformer_blocks_4_attn2_to_v.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_attn2_to_v.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_attn2_to_v.lora_up.weight
588,lora_unet_input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.alpha,,input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.alpha
589,lora_unet_input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.lora_down.weight,"torch.Size([32, 1280])",input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.lora_down.weight
590,lora_unet_input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.lora_up.weight,"torch.Size([10240, 32])",input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_ff_net_0_proj.lora_up.weight
591,lora_unet_input_blocks_8_1_transformer_blocks_4_ff_net_2.alpha,torch.Size([]),input_blocks_8_1_transformer_blocks_4_ff_net_2.alpha,,input_blocks_8_1_transformer_blocks_4_ff_net_2.alpha
592,lora_unet_input_blocks_8_1_transformer_blocks_4_ff_net_2.lora_down.weight,"torch.Size([32, 5120])",input_blocks_8_1_transformer_blocks_4_ff_net_2.lora_down.weight,,input_blocks_8_1_transformer_blocks_4_ff_net_2.lora_down.weight
593,lora_unet_input_blocks_8_1_transformer_blocks_4_ff_net_2.lora_up.weight,"torch.Size([1280, 32])",input_blocks_8_1_transformer_blocks_4_ff_net_2.lora_up.weight,,input_blocks_8_1_transformer_blocks_4_ff_net_2.lora_up.weight
